Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,,,,,,
PMCH,174.8529971,-0.299522206,0.141293316,0.022103915,0.055163809,,,,,,
PARPBP,429.2492181,-0.285461358,0.125815133,0.015543549,0.040986204,,,,,,
NUP37,171.4777589,-0.209349238,0.142055659,0.116768834,0.216057688,,,,,,
WASHC3,1618.993634,-0.059436402,0.059125509,0.276314856,0.420348664,,,,,,
LOC128626845,5.85943231,0.385346186,0.486277697,0.089071767,0.174693315,,,,,,
DRAM1,14.06219612,2.755024197,0.508147556,4.98E-09,5.42E-08,,,,,,
GNPTAB,898.0389458,-0.18396111,0.098923662,0.055366248,0.118772161,,,,,,
SYCP3,2.535854682,0.259600005,0.453370265,0.117927652,0.217746467,,,,,,
CHPT1,160.2773356,0.600283271,0.119618912,1.73E-07,1.45E-06,,,,,,
ARL1,2056.182301,0.524209515,0.068101838,5.05E-15,1.29E-13,,,,,,
UTP20,2813.54719,-0.202353796,0.096333027,0.033783642,0.07874418,,,,,,
SLC5A8,235.8984735,-0.017293632,0.189409748,0.91371099,0.951208654,,,,,,
ANO4,1.076897805,-0.026945017,0.366367558,0.729368538,0.825188463,,,,,,
GAS2L3,560.3875634,-0.090607761,0.129277174,0.454534663,0.602581048,,,,,,
NR1H4,0.981975138,0.04416527,0.367611614,0.617472726,0.739901814,,,,,,
SLC17A8,4.714786243,0.321649125,0.463740172,0.113513698,0.211501359,,,,,,
SCYL2,2554.79123,0.095473635,0.063840195,0.128532865,0.233330179,,,,,,
LOC119060227,31.15728857,-0.466490955,0.316035969,0.042126497,0.094457304,,,,,,
DEPDC4,20.8178817,0.185667927,0.263015685,0.340075036,0.489733689,,,,,,
ACTR6,1605.121561,0.258432796,0.063337019,3.49E-05,0.000186973,,,,,,
BLTP3B,3995.492705,0.92671354,0.112725965,2.94E-17,1.02E-15,,,,,,
ANKS1B,8.463177446,-0.020792764,0.315453228,0.900996438,0.942896727,,,,,,
APAF1,1946.715162,-0.799057779,0.084827716,2.13E-21,1.10E-19,,,,,,
IKBIP,1305.91808,-0.406695824,0.090701743,3.58E-06,2.35E-05,,,,,,
SLC25A3,7178.425884,-0.186859389,0.067470846,0.005888209,0.017834376,,,,,,
LOC119060633,12.52463865,-0.319263146,0.370023155,0.143743882,0.254565387,,,,,,
TMPO,2692.396929,-0.29697605,0.102844064,0.002548423,0.00859471,,,,,,
LOC119060353,1.488220207,-0.131489759,0.388138061,0.235941475,0.373076493,,,,,,
LOC119060355,0.769219888,-0.000114891,0.365297,0.959938557,NA,,,,,,
LOC119060187,4.90938846,0.522688468,0.675381625,0.042440708,0.095047736,,,,,,
NEDD1,1327.218093,0.046962412,0.062133882,0.440940557,0.589614767,,,,,,
CFAP54,216.043164,0.524048064,0.122708279,6.71E-06,4.14E-05,,,,,,
CDK17,2775.292063,0.333354859,0.081767418,2.82E-05,0.000153805,,,,,,
ELK3,4070.267646,0.20144989,0.089741301,0.019777819,0.050350618,,,,,,
LTA4H,1555.66729,-0.297904298,0.091380085,0.000654182,0.00258809,,,,,,
CCDC38,3.53211979,-0.348613694,0.537813548,0.06393573,0.133344866,,,,,,
SNRPF,470.4297375,-0.644281138,0.139678478,9.36E-07,6.88E-06,,,,,,
NTN4,1237.451526,-0.610294015,0.219188872,0.001266924,0.004642901,,,,,,
USP44,4.526705568,-0.22669701,0.424140854,0.163130707,0.281196389,,,,,,
METAP2,5195.675932,-0.239024893,0.06989872,0.000511185,0.002085686,,,,,,
LOC119060504,0.788768964,0.027609413,0.367878926,0.751009175,NA,,,,,,
LOC128626833,15.570671,-0.0090312,0.264052724,0.954048566,0.977249187,,,,,,
VEZT,921.3069316,0.263863565,0.089301249,0.002107888,0.00728966,,,,,,
FGD6,3029.881895,-0.129394073,0.109725323,0.211389149,0.343860228,,,,,,
LOC119060630,2.621702849,-0.108786447,0.364744078,0.415233469,0.564502597,,,,,,
NR2C1,369.0686101,0.254591457,0.086993192,0.002595052,0.008721077,,,,,,
LOC119060615,1.293982003,-0.063205015,0.372263734,0.41884059,0.567936623,,,,,,
NDUFA12,346.7630903,0.178455004,0.096422032,0.065178637,0.13546648,,,,,,
KCNA5,0.938558339,0.044258032,0.36717811,0.638312375,0.756328401,,,,,,
NTF3,0.384654508,0.043912469,0.376407415,0.430369818,NA,,,,,,
ANO2,198.3155633,1.57388701,0.124591419,1.01E-37,2.23E-35,,,,,,
VWF,7.465996111,0.06337702,0.329369287,0.702854747,0.80610499,,,,,,
CD9,1131.296819,0.682204766,0.178875533,2.80E-05,0.000153077,,,,,,
PLEKHG6,44.37584633,1.433854487,0.247894812,6.54E-10,8.10E-09,,,,,,
TNFRSF1A,968.0952395,0.061954288,0.060290288,0.319673189,0.468664426,,,,,,
SCNN1A,13.37025099,0.735159457,0.414989287,0.010543322,0.02939679,,,,,,
VAMP1,176.250577,-0.071845092,0.121287278,0.51813962,0.657439762,,,,,,
LTBR,742.8591825,0.315120741,0.080413781,4.46E-05,0.000233702,,,,,,
CD27,2.013377395,0.056383151,0.34997693,0.690771325,0.797650688,,,,,,
TAPBPL,136.2424712,0.287150093,0.219737797,0.112762532,0.210358246,,,,,,
MRPL51,1018.980834,-0.003157878,0.084360856,0.96403387,0.982965384,,,,,,
NCAPD2,859.79642,-1.05400537,0.153989215,8.72E-13,1.67E-11,,,,,,
LOC128626826,57.99269451,-0.234651114,0.195382277,0.158457442,0.274803425,,,,,,
LOC119060639,3.818100449,0.027348074,0.338643175,0.853330053,0.908721053,,,,,,
GAPDH,21751.86074,0.057196412,0.088624498,0.490124133,0.633670718,,,,,,
IFFO1,69.79377061,0.098604458,0.191994335,0.550077841,0.685101023,,,,,,
NOP2,1187.452951,-0.039643711,0.087259422,0.631730729,0.751214045,,,,,,
CHD4,9717.92966,-0.188571152,0.048154565,7.36E-05,0.000367778,,,,,,
LOC119060634,0.479482149,-0.005915513,0.373513515,0.995493416,NA,,,,,,
LPAR5,0.53408793,-0.001066164,0.370310988,0.9938972,NA,,,,,,
ACRBP,9.574050118,-0.031786891,0.298002404,0.8593997,0.912608867,,,,,,
LOC119060348,7.428446502,0.117670301,0.317465159,0.521436075,0.659792278,,,,,,
LOC128626871,0.212894965,-0.007706756,0.373846539,0.883246146,NA,,,,,,
ING4,275.2050191,0.223543551,0.099948429,0.019889796,0.050582068,,,,,,
LOC119060547,8.294555349,-0.042454962,0.30995319,0.805622068,0.877787592,,,,,,
ZNF384,992.8838262,0.228289149,0.07143842,0.001283009,0.004693665,,,,,,
PIANP,10.51937509,0.139084011,0.322704435,0.454928155,0.602849262,,,,,,
COPS7A,756.9148721,0.185029689,0.072554785,0.00910946,0.025870929,,,,,,
MLF2,2547.503748,-0.128864469,0.077624515,0.092951556,0.180783947,,,,,,
PTMS,4816.569602,-0.190184944,0.09074471,0.030463639,0.072247992,,,,,,
LAG3,0.437189839,0.008134033,0.370692277,0.994150618,NA,,,,,,
GPR162,27.48522555,0.115392402,0.253030536,0.550818847,0.685516016,,,,,,
P3H3,278.4421857,-0.00144688,0.122097228,0.989700684,0.996092742,,,,,,
GNB3,0.568676901,0.019702188,0.371374018,0.756497477,NA,,,,,,
CDCA3,220.8228205,-1.211154398,0.198950056,1.05E-10,1.48E-09,,,,,,
USP5,1903.942012,-0.402932707,0.083572953,7.32E-07,5.48E-06,,,,,,
TPI1,4355.026117,-0.596053324,0.114490584,9.44E-08,8.28E-07,,,,,,
SPSB2,60.99594928,0.370934045,0.183619608,0.022090232,0.05514357,,,,,,
LRRC23,0.357217223,0.018980202,0.372941852,0.830801984,NA,,,,,,
ENO2,84.04677993,1.233369291,0.192901785,1.71E-11,2.73E-10,,,,,,
LOC128626892,3.174422687,-0.17813866,0.393663473,0.235519551,0.372654712,,,,,,
ATN1,2537.720396,0.497373646,0.073301816,4.61E-12,7.96E-11,,,,,,
CUNH12orf57,116.0757492,-0.047201298,0.148213492,0.744809202,0.836858679,,,,,,
PTPN6,7.985053012,0.060958222,0.298195077,0.745516954,0.837374047,,,,,,
PHB2,1714.610142,-0.047602817,0.076098121,0.535514257,0.672455664,,,,,,
LOC119065758,8.529447571,-0.309445938,0.415392864,0.140830706,0.250780102,,,,,,
EMG1,415.2204332,-0.001494055,0.102576973,0.977816884,0.990211552,,,,,,
LPCAT3,500.2908077,-0.295239412,0.094783748,0.001230744,0.004522145,,,,,,
LOC128626899,2.613807364,2.226922061,1.314463226,0.004637553,0.014484813,,,,,,
C1S,27.58786232,2.73899918,0.559366229,5.52E-08,5.06E-07,,,,,,
C1R,20.10018944,1.933484019,1.317113779,0.008916183,0.025399261,,,,,,
CLSTN3,82.53514874,0.697330531,0.305509666,0.003723479,0.011947256,,,,,,
PEX5,604.0482515,-0.023813334,0.074573185,0.754360811,0.84437854,,,,,,
LOC119065710,3.260756438,-2.363312294,1.430650507,0.005790262,0.017575715,,,,,,
LOC128626837,1.354379112,-0.035707584,0.369512606,0.670845652,0.782521366,,,,,,
CLEC4D,0.441450445,0.024853915,0.371678707,0.662656521,NA,,,,,,
CLEC4A,594.7873434,-0.204803834,0.157237367,0.14098872,0.251008302,,,,,,
NECAP1,3732.119605,-0.153770573,0.067482021,0.020140805,0.051127595,,,,,,
C3AR1,10.5435223,0.686982222,0.492828069,0.020340679,0.051549347,,,,,,
FOXJ2,929.0611998,0.251248218,0.096233042,0.005455006,0.016693728,,,,,,
LOC128626893,5.862269204,-0.091365073,0.325936745,0.593415035,0.722220297,,,,,,
SLC2A3,39.96762969,-0.090702001,0.358712498,0.502279859,0.643373746,,,,,,
LOC119065722,0.645205308,0.005899035,0.363467242,0.996304601,NA,,,,,,
APOBEC1,0.49565339,-0.057884235,0.377915641,0.326965438,NA,,,,,,
RIMKLB,4638.82444,-0.138711265,0.103908527,0.1572639,0.273184475,,,,,,
AICDA,0.233259119,0.008311665,0.372860056,0.997439472,NA,,,,,,
MFAP5,3906.385631,-1.615819758,0.243968085,2.40E-12,4.32E-11,,,,,,
A2ML1,34.94157781,1.040273701,0.320484052,0.000120922,0.000575186,,,,,,
PHC1,1072.101352,0.323741381,0.07657936,1.54E-05,8.91E-05,,,,,,
M6PR,3020.397711,-0.395428701,0.051330536,3.93E-15,1.02E-13,,,,,,
KLRG1,6.732040722,0.068986605,0.322111604,0.689904401,0.797229187,,,,,,
LOC119065752,1.695426929,-0.061609765,0.365910696,0.511357251,0.651255049,,,,,,
CD69,66.46578195,3.265100733,0.607827877,3.82E-09,4.21E-08,,,,,,
CLEC2B,12.57656058,2.004086591,0.725679196,0.000352343,0.001493038,,,,,,
LOC119065720,0.638617021,-0.050840881,0.376811926,0.379008532,NA,,,,,,
CLEC7A,0.715796931,0.065115847,0.379780587,0.305794971,NA,,,,,,
OLR1,1154.766138,-0.260096881,0.131463457,0.033994101,0.079212758,,,,,,
TMEM52B,236.5543503,0.147251302,0.148922334,0.283049301,0.428302889,,,,,,
GABARAPL1,7393.745823,0.229890309,0.059070957,7.13E-05,0.000357607,,,,,,
LOC119065726,0.631791344,-0.040361197,0.374609324,0.662667529,NA,,,,,,
LOC119063483,0.705657407,0.029020264,0.368551797,0.714911556,NA,,,,,,
LOC119063480,685.86498,-0.030034048,0.110349725,0.775203849,0.857664256,,,,,,
STYK1,1.13580197,-0.036267508,0.369046364,0.63158222,0.751160119,,,,,,
YBX3,5614.404225,-0.071611617,0.07423937,0.292357403,0.438483936,,,,,,
SMIM10L1,541.1912562,-0.076662732,0.084091772,0.348397453,0.498480367,,,,,,
TAS2R42,0.297235768,-0.014947273,0.373677123,0.81985766,NA,,,,,,
LOC119063475,2.720545884,-0.098626113,0.37584848,0.363010235,0.51438945,,,,,,
LOC128626903,0.286730938,0.008553883,0.373481741,0.919074917,NA,,,,,,
ETV6,461.6002627,-0.26382023,0.110557809,0.011311882,0.031264837,,,,,,
BCL2L14,6.123150108,0.193013311,0.4154683,0.156788067,0.272607603,,,,,,
LRP6,2489.015139,-0.074134821,0.093508375,0.396961726,0.546916369,,,,,,
MANSC1,2417.823497,-0.746957971,0.114608782,1.40E-11,2.27E-10,,,,,,
BORCS5,98.51371766,0.013408445,0.146156375,0.923211606,0.957463359,,,,,,
DUSP16,1502.033965,0.184493659,0.068547608,0.006467318,0.019316917,,,,,,
CREBL2,1095.821463,0.536528508,0.075581207,4.43E-13,8.88E-12,,,,,,
GPR19,0.173901957,-0.004588148,0.373908795,0.781985789,NA,,,,,,
CDKN1B,892.0518735,0.342313956,0.091416104,0.000106402,0.000513187,,,,,,
APOLD1,7.648388997,-0.199304034,0.37581616,0.264488215,0.406998068,,,,,,
DDX47,1310.80899,-0.153950538,0.067998265,0.030655702,0.072621526,,,,,,
GPRC5A,137.9648178,1.05270178,0.231072277,5.20E-07,4.00E-06,,,,,,
HEBP1,49.85233871,1.004964088,0.229813915,1.45E-06,1.02E-05,,,,,,
FAM234B,1347.010745,-0.543393382,0.081935455,1.10E-11,1.82E-10,,,,,,
GSG1,3.05534596,0.332418718,0.504673343,0.0880871,0.173125704,,,,,,
EMP1,3624.768258,-0.299114114,0.190552513,0.069486249,0.142725299,,,,,,
GRIN2B,1.573675781,0.393433991,0.728777949,0.008609263,0.024637677,,,,,,
ATF7IP,1126.434799,-0.041879614,0.136944868,0.740983951,0.833619342,,,,,,
PLBD1,13.40111381,-0.369533506,0.404693731,0.104276815,0.198022284,,,,,,
LOC119042792,0.592883123,-0.019286116,0.371136721,0.63907343,NA,,,,,,
GUCY2C,0.463324642,0.03872483,0.374641783,0.575832772,NA,,,,,,
LOC119042840,290.2435247,0.286846238,0.109222887,0.00737827,0.021553097,,,,,,
WBP11,2862.123503,-0.070923271,0.04104283,0.073253222,0.148808156,,,,,,
SMCO3,0.384617991,0.027806151,0.373648868,0.762309419,NA,,,,,,
MGP,0.237170254,-0.008849511,0.3739355,0.729296111,NA,,,,,,
ERP27,1.270048925,-0.007674151,0.366653983,0.885425268,0.93071528,,,,,,
ARHGDIB,1.364284006,0.096972161,0.371509287,0.406543752,0.556525279,,,,,,
PDE6H,0.292927892,0.014433649,0.373463002,0.868366954,NA,,,,,,
RERG,3.677695892,-0.072404653,0.352656046,0.601640549,0.72811934,,,,,,
PTPRO,0.177920221,-0.002547697,0.373778456,0.998230016,NA,,,,,,
EPS8,1011.034849,-0.223643367,0.100871871,0.021319995,0.053602919,,,,,,
LOC119042865,0.571514431,-0.038273287,0.374544768,0.688508259,NA,,,,,,
STRAP,2727.308453,0.012572242,0.059951667,0.795379662,0.87046433,,,,,,
DERA,1144.875309,-0.467403327,0.075099055,2.10E-10,2.82E-09,,,,,,
MGST1,481.93658,-0.012874992,0.122865485,0.911593135,0.949846935,,,,,,
LMO3,0.423817986,-0.002414877,0.370216258,0.903143907,NA,,,,,,
PLEKHA5,735.2986519,0.105490234,0.098791183,0.281397303,0.426497941,,,,,,
AEBP2,1193.869625,0.317291103,0.073681096,1.08E-05,6.41E-05,,,,,,
LOC119042801,15.3904385,-2.381741304,0.519932,3.63E-07,2.87E-06,,,,,,
PDE3A,447.1339904,-0.399516293,0.332401416,0.077584423,0.15587357,,,,,,
SLCO1C1,3.552241226,0.157190018,0.376708001,0.312749325,0.460959144,,,,,,
LOC119042835,0.265420375,0.017671764,0.373733068,0.881165533,NA,,,,,,
SLCO1A2,151.0248382,-0.723502991,0.400182519,0.00921435,0.026124679,,,,,,
PYROXD1,827.8115519,-0.0566279,0.072860908,0.430868842,0.579572463,,,,,,
RECQL,962.0367737,-0.306973659,0.089874664,0.000370024,0.001562838,,,,,,
GOLT1B,2598.55414,0.271432585,0.053468911,2.77E-07,2.24E-06,,,,,,
SPX,15315.89637,-0.472242177,0.200061967,0.006286884,0.01885841,,,,,,
GYS2,13.36202206,-0.050704766,0.28749743,0.811828766,0.881737786,,,,,,
LDHB,2267.649057,-0.165525904,0.086717636,0.048241528,0.105880675,,,,,,
KCNJ8,185.5033477,0.280760197,0.205322797,0.104570553,0.198423185,,,,,,
LOC128626897,3.880335802,0.476448735,0.636998389,0.049497496,0.108016734,,,,,,
ABCC9,4.072995272,0.386952165,0.647522775,0.029974769,0.071239342,,,,,,
CMAS,1574.807307,-0.074162034,0.062972739,0.215200386,0.348676481,,,,,,
LOC119048978,210.6472435,-1.203847778,0.327043921,1.88E-05,0.000106482,,,,,,
ST8SIA1,391.8453743,-0.145084986,0.177929255,0.354491585,0.505342906,,,,,,
C2CD5,550.2627358,0.017557467,0.094053954,0.838337991,0.899499689,,,,,,
ETNK1,4146.119483,0.014722081,0.072582209,0.788626877,0.865712979,,,,,,
LOC128626802,0.301612583,-0.013394259,0.373737213,0.835104933,NA,,,,,,
LOC119049067,0.843894119,-0.062207831,0.370878935,0.449657844,NA,,,,,,
SOX5,122.9127866,0.256151868,0.164161758,0.081990546,0.16310782,,,,,,
BCAT1,231.3062193,3.809281913,0.245201601,1.53E-55,1.17E-52,,,,,,
IRAG2,2.644239584,-0.003244796,0.354642666,0.94732597,0.973412459,,,,,,
DNAI7,23.89290559,0.034344729,0.255760627,0.848742779,0.906094635,,,,,,
ETFRF1,70.69334769,0.071626934,0.187251267,0.664089908,0.777392156,,,,,,
KRAS,960.7126834,0.00892871,0.126141818,0.941066853,0.969262533,,,,,,
LMNTD1,2.56537013,-0.195409889,0.408674389,0.18323446,0.308182994,,,,,,
RASSF8,418.7216936,0.245539258,0.11780681,0.02793755,0.06720524,,,,,,
BHLHE41,256.3970852,1.048905581,0.148640364,2.14E-13,4.49E-12,,,,,,
SSPN,6.91150799,0.061676907,0.355306728,0.630541351,0.750240665,,,,,,
LOC128626863,0.176120597,0.005100501,0.373127394,0.930094218,NA,,,,,,
ITPR2,1330.697151,0.176788775,0.133518328,0.155749604,0.27111812,,,,,,
INTS13,847.742596,0.278562621,0.078936107,0.000305301,0.001313903,,,,,,
FGFR1OP2,850.4206839,0.213476566,0.084833823,0.009686915,0.027321652,,,,,,
LOC128626832,31.18176526,-0.060075759,0.249497404,0.744600613,0.836736166,,,,,,
TM7SF3,1540.615936,-0.312418551,0.10423034,0.001845508,0.006486093,,,,,,
MED21,295.3608012,-0.104311342,0.102263064,0.290073068,0.436075181,,,,,,
STK38L,4466.910883,-0.134566307,0.19144799,0.411790903,0.560729451,,,,,,
BMAL2,957.197733,-0.281029335,0.158925759,0.048248511,0.105882176,,,,,,
SMCO2,5.051688346,0.280620989,0.432302839,0.143168109,0.253998075,,,,,,
LOC119049069,0.197384329,-0.002480213,0.373789721,0.998300618,NA,,,,,,
LOC128626905,0.613988352,-0.004528198,0.370300839,0.993853525,NA,,,,,,
PPFIBP1,3224.22272,0.005464593,0.086492376,0.829123162,0.893822103,,,,,,
CUNH12orf71,0.219750457,-0.00769159,0.373830343,0.882346755,NA,,,,,,
REP15,2.053309773,-0.114086394,0.386511059,0.216625865,0.350310802,,,,,,
MRPS35,608.5220034,0.179383535,0.090160125,0.040042579,0.090809259,,,,,,
MANSC4,3.807771469,-0.132929901,0.365866467,0.380853441,0.53160727,,,,,,
KLHL42,1684.299266,0.183577763,0.09932091,0.060289788,0.127368523,,,,,,
PTHLH,2034.016957,0.041731179,0.180821384,0.776751509,0.858912831,,,,,,
CCDC91,807.5178873,-0.080905756,0.087633855,0.338926128,0.488539548,,,,,,
LOC128626822,0.738642513,-0.042012068,0.371329576,0.500892326,NA,,,,,,
FAR2,252.7493307,-0.439768948,0.113359582,4.69E-05,0.000244461,,,,,,
ERGIC2,1047.341561,4.36E-05,0.063125032,0.992595996,0.997759893,,,,,,
OVCH1,9.555920345,0.061083134,0.311290147,0.730067332,0.825663399,,,,,,
TMTC1,4296.583713,-0.201952253,0.149330376,0.138693471,0.247998856,,,,,,
LOC128626852,0.924581814,-0.087015126,0.382357888,0.175938572,0.298667153,,,,,,
IPO8,1910.901242,-0.278737404,0.056594442,7.15E-07,5.36E-06,,,,,,
CAPRIN2,528.837093,-0.088147907,0.087034269,0.284760813,0.42989037,,,,,,
SINHCAF,3723.922029,-0.341784625,0.068907335,4.17E-07,3.27E-06,,,,,,
DENND5B,866.2415601,-0.074347296,0.196344539,0.710162882,0.81127,,,,,,
ETFBKMT,72.42962683,-0.206546265,0.173429576,0.178387701,0.302021409,,,,,,
AMN1,90.3964197,-0.582133871,0.157960203,6.61E-05,0.000333464,,,,,,
LOC119045136,2.011500302,0.024807399,0.350172289,0.850092796,0.906918181,,,,,,
RESF1,708.0129344,-1.130485748,0.132186626,1.25E-18,4.94E-17,,,,,,
BICD1,2570.601713,0.108087763,0.074887402,0.164368092,0.282898994,,,,,,
FGD4,81.10225586,0.49356042,0.205919382,0.005533248,0.016896258,,,,,,
DNM1L,1742.540965,-0.476855133,0.072939722,2.54E-11,3.94E-10,,,,,,
YARS2,708.1405469,-0.290752519,0.14062523,0.025773683,0.062890929,,,,,,
PKP2,3627.659307,-0.396077068,0.102296104,4.85E-05,0.000251563,,,,,,
LOC119045124,0.313667163,0.003597169,0.372108614,0.996166778,NA,,,,,,
LOC128626810,0.311659117,0.03048166,0.374697595,0.574824233,NA,,,,,,
SYT10,1273.07149,-0.182623633,0.102426637,0.066607331,0.137941264,,,,,,
ALG10,2281.67082,-0.174402286,0.07987144,0.024599187,0.060437347,,,,,,
LOC128626912,0.209225626,0.018502361,0.373745725,0.758019589,NA,,,,,,
LOC119045088,3.232981479,0.284158059,0.477570415,0.099120996,0.190295105,,,,,,
LOC119045087,2.966925649,0.224654154,0.42769318,0.147200611,0.259674916,,,,,,
CPNE8,12314.53958,-0.417901274,0.106577613,4.18E-05,0.000219716,,,,,,
KIF21A,1025.970275,0.147419906,0.098988177,0.119500991,0.219926829,,,,,,
ABCD2,235.0426136,-0.714000427,0.173725684,7.69E-06,4.69E-05,,,,,,
CUNH12orf40,14.08841389,-0.041117764,0.284038703,0.825919564,0.891901508,,,,,,
SLC2A13,94.29703171,0.681845859,0.20886858,0.000240916,0.001065458,,,,,,
LRRK2,34.73176182,0.009124216,0.279948425,0.972281043,0.987570661,,,,,,
MUC19,2.342773559,-3.474151476,2.580151165,0.002099076,0.00726487,,,,,,
CNTN1,52.4410658,0.719113278,0.22455881,0.000247376,0.001091441,,,,,,
PDZRN4,73.70403366,-0.03358878,0.26791144,0.85801944,0.911655824,,,,,,
GXYLT1,3839.656436,-0.33468357,0.090442367,0.00018315,0.00083571,,,,,,
YAF2,493.6785861,-0.012094398,0.069781027,0.844957463,0.903845119,,,,,,
ZCRB1,1119.639829,0.112347521,0.068852181,0.087132561,0.171603197,,,,,,
PPHLN1,2039.477132,-0.110855503,0.061770556,0.066760733,0.13808883,,,,,,
PRICKLE1,1936.207423,0.014492965,0.089603165,0.868544028,0.918838723,,,,,,
LOC119061684,3.254675693,-0.318380591,0.512965625,0.070202062,0.143896678,,,,,,
ADAMTS20,18.38764435,0.329321781,0.320222436,0.12866276,0.233490338,,,,,,
PUS7L,636.6604406,0.026366171,0.08621107,0.751366211,0.842311837,,,,,,
IRAK4,396.5488561,-0.074063052,0.095526453,0.427979864,0.576654498,,,,,,
TWF1,2805.507379,0.097295399,0.073303655,0.175740894,0.298404488,,,,,,
TMEM117,5.898418351,-0.157197212,0.362303858,0.34860867,0.498679166,,,,,,
NELL2,6.616253258,0.586123883,0.676464021,0.036040898,0.083289455,,,,,,
DBX2,1.792599333,3.34735457,1.616448419,0.002100543,0.007268451,,,,,,
ANO6,4022.633476,-0.232340818,0.065897601,0.000370939,0.001566311,,,,,,
LOC128626831,32.94494487,-0.087487804,0.238091138,0.607795104,0.732984025,,,,,,
LOC128626913,4.241250514,-0.049507959,0.343060673,0.727908093,0.824132908,,,,,,
LOC119061689,0.20450926,0.014585265,0.3736414,0.900747056,NA,,,,,,
ARID2,1225.511357,-0.01038536,0.098057426,0.90580399,0.946395989,,,,,,
SCAF11,2860.368554,-0.079269633,0.098650525,0.420586793,0.56970701,,,,,,
LOC119061687,65.41465713,-0.375220661,0.277946599,0.078322275,0.157093121,,,,,,
SLC38A1,6235.219876,0.486697108,0.091151436,3.71E-08,3.49E-07,,,,,,
SLC38A2,17269.80421,0.271669637,0.086905048,0.001106846,0.004116388,,,,,,
LOC119049879,5.749284292,0.092476436,0.337405925,0.57685086,0.707490366,,,,,,
LOC128626906,27.8088208,0.009638024,0.23146787,0.962952463,0.982056113,,,,,,
SLC38A4,0.787478546,0.053279022,0.371456322,0.557697393,NA,,,,,,
AMIGO2,0.479337513,-0.007665299,0.372823765,0.627577031,NA,,,,,,
LOC119041650,0.446159885,0.001449581,0.370066891,0.959064694,NA,,,,,,
LOC128626907,2.223152142,0.005418002,0.35410529,0.97787213,0.990211552,,,,,,
RPAP3,3235.847047,-0.169990719,0.060899078,0.004994052,0.015437664,,,,,,
RAPGEF3,48.08479572,0.622072387,0.269489204,0.00468082,0.014595544,,,,,,
